CommentID,VideoID,UserID,CommentText
2455,BV1j94y1N7PC,2455,high完就该唱歌了，合理
2456,BV1j94y1N7PC,2456,@郭橙啊 @天佑法兰希 @可燃白开水96度 @草叶GrzW336
2457,BV1j94y1N7PC,2457,笑死
2458,BV1j94y1N7PC,2458,刷哪个视频下面都给我推荐这个...我还以为是广告呢。这怎么回事啊？
2459,BV1j94y1N7PC,2459,好活当赏[OK]
2460,BV1j94y1N7PC,2460,[不问天_大笑][不问天_来了！][热词系列_标准结局]
2461,BV1j94y1N7PC,2461,缺点音效，稍微有个点干
2462,BV1j94y1N7PC,2462,@车杆仔
2463,BV1j94y1N7PC,2463,好活当赏[脱单doge]
2464,BV1j94y1N7PC,2464,最后一段建议伤害一下太阳穴[doge]
2465,BV1j94y1N7PC,2465,火钳刘明[doge]
2466,BV1j94y1N7PC,2466,确实算领域，有范围（无限），有必中（时停肯定必中啊）。
2467,BV1j94y1N7PC,2467,好活
2468,BV1j94y1N7PC,2468,高技术力啊[惊讶]
2469,BV1j94y1N7PC,2469,我靠，这是个高创
2470,BV1j94y1N7PC,2470,@百鬼绫琳Official 我知道你看过，但是我刚刚刷到[傲娇]
2471,BV1j94y1N7PC,2471,做的好啊，老爷有赏，有赏啊
2472,BV1j94y1N7PC,2472,@暖云意
2473,BV1j94y1N7PC,2473,jo术回战
2474,BV1j94y1N7PC,2474,虽然没赶上第一波…不过看评论这up感觉能处…有意见是真的参考啊…（没币了先点个赞下次丕定）
2475,BV1j94y1N7PC,2475,太听劝了投币了[脱单doge]
2476,BV1j94y1N7PC,2476,@历猫w
2477,BV1j94y1N7PC,2477,火起来了记得给我置顶！[星星眼][星星眼][星星眼]
2478,BV1j94y1N7PC,2478,好听劝的UP！[哦呼]
2479,BV1j94y1N7PC,2479,@本公主才不是小学生
2480,BV1j94y1N7PC,2480,从高二到现在，好久没看JOJO了，真怀念啊，空条承太郎啊我枯了
2481,BV1j94y1N7PC,2481,对不起，承太郎大人，没能让您尽兴[大哭]
2482,BV1j94y1N7PC,2482,MD这视频怎么这么好！抢室友手机给你投的币，我号的硬币一个都不能少[脱单doge]
2483,BV1j94y1N7PC,2483,白嫖了一年多直到我发现了这个视频我就知道这次我不能白嫖了
2484,BV1j94y1N7PC,2484,哈，是跟我的“世界”一样的领域吗
2485,BV1j94y1N7PC,2485,"领域展开！Star Platinum The World！
连一刻都没有为DIO的死而哀悼，十年后赶往战场的是:杜王町平凡上班族——吉良吉影！[doge]"
2486,BV1j94y1N7PC,2486,汗流浃背了吧dio
2487,BV1j94y1N7PC,2487,dio不是伏黑甚尔我不是很认可（夏油杰.jpg）[doge]
2488,BV1j94y1N7PC,2488,B站最听劝up主
2489,BV1j94y1N7PC,2489,当时停高达4分11秒时的dio
2490,BV1j94y1N7PC,2490,質量好高喔
2491,BV1j94y1N7PC,2491,好活 当赏
2492,BV1j94y1N7PC,2492,五级之后坚持白嫖一年多了，看到up在评论区接受建议这种认真的态度真的忍不住投两个币，加油up，我很荣幸关注一个这么有才华的up[脱单doge]
2493,BV1j94y1N7PC,2493,BV1JN4y1m7bb
2494,BV1Jb4y157aj,2494,有些人，就是不忍心花几块钱。而用几千块搞个永久的。再花几千块去掉永久的！
2495,BV1Jb4y157aj,2495,太帅了，我要纹一个巨噬细胞[初音未来_大笑]
2496,BV1Jb4y157aj,2496,如果不歧视她们 她们不就白纹了吗[脱单doge]
2497,BV1Jb4y157aj,2497,在中国纹身这东西会变矮的，我就是一个例子，我只要纹身了，我爸会打断我的腿，难道你不是吗[doge]
2498,BV1Jb4y157aj,2498,追求外在一定是因为内在空虚，没有例外
2499,BV1Jb4y157aj,2499,请看原片：【Kurzgesagt科普：你的纹身就在免疫系统中-哔哩哔哩】 https://b23.tv/T9D6Owx
2500,BV1Jb4y157aj,2500,要想体验纹身的可以用猪印章墨水，效果好几天，一个月就消失了，也不用后悔
2501,BV1Jb4y157aj,2501,那么多有用的细胞，组成了一个无用的我[doge]
2502,BV1Jb4y157aj,2502,昨天刚看到，另一个国外的科普做的，你就直接投了？
2503,BV1Jb4y157aj,2503,ai提取一下汉化组翻译的文案，提取的内容和kur原本要讲的还不一样，原视频是在说原理，激光去纹身本身就是利用细胞更替。直接使用kur的花了几个月制作的动画，最后再来一个ai配的音。原理一点没讲，时间和努力是一点没付出，钱是分毫都要赚，本身kur和字幕组就是在公益制作视频，结果被你们一群营销号ai处理一下直接放上来投自制，连kur的名字都不愿意标一下，这就是国内的环境，真让人可悲。
2504,BV1Jb4y157aj,2504,你完完全全断绝了我多年想纹身的念头[支持]
2505,BV1Jb4y157aj,2505,"原创作者：kurzgesagt科普
这玩意儿的生物视频全照搬的连原作者都没标出来
转载投自制好好好"
2506,BV1Jb4y157aj,2506,搬运Kurzgesagt还偷自制？！搬运Kurzgesagt还偷自制？！搬运Kurzgesagt还偷自制？！搬运Kurzgesagt还偷自制？！搬运Kurzgesagt还偷自制？！搬运Kurzgesagt还偷自制？！搬运Kurzgesagt还偷自制？！搬运Kurzgesagt还偷自制？！搬运Kurzgesagt还偷自制？！搬运Kurzgesagt还偷自制？！搬运Kurzgesagt还偷自制？！搬运Kurzgesagt还偷自制？！搬运Kurzgesagt还偷自制？！搬运Kurzgesagt还偷自制？！搬运Kurzgesagt还偷自制？！搬运Kurzgesagt还偷自制？！
2507,BV1Jb4y157aj,2507,你连纹身的痛都能忍受，为啥接受不了别人一样的眼光
2508,BV1Jb4y157aj,2508,不是这动画是你做的？？？？从油管转载不注明出处？？ 去搜kurzgesagt
2509,BV1Jb4y157aj,2509,大家一定要推给周围家里弟弟妹妹，发小的朋友，纹身免疫系统出问题了，好像是进入血液了在家躺了2年，疫情的时候走了，他走的时候才19岁!!!
2510,BV1Jb4y157aj,2510,"般个画面改一下AI配音投自制就在短时间内播放破万，难绷。[原神_生气][原神_生气][原神_生气]

原视频博主在YouTube平台，ID：kurzgesagt"
2511,BV1Jb4y157aj,2511,无数个想活着的细胞组成的我却想死[无语]
2512,BV1Jb4y157aj,2512,up用kurz的视频得到授权了吗？貌似前不久他们才发了一个一样题材的视频
2513,BV1Jb4y157aj,2513,今天刚看的原视频关注的那个up 没想到在这让我刷到盗版了[呲牙]
2514,BV1Jb4y157aj,2514,今天刚看的原视频关注的那个up 没想到在这让我刷到盗版了[呲牙]
2515,BV1Jb4y157aj,2515,"@Kurzgesagt-科普 这里有人转载投成自载，关键是他的赞比你还多！
Someone has reposted and submitted it as an autobiography here, but the key is that they have more likes than you!"
2516,BV1Jb4y157aj,2516,忽然好感动啊，这么多生命为我而生
2517,BV1Jb4y157aj,2517,我因为骑车摔了腿上有一块儿很大的疤，我妈强烈建议我去纹身，几年了我也没动摇过我的想法，还是不了[藏狐] 疤痕也是身体的一部分
2518,BV1Jb4y157aj,2518,高三刷生物必刷题的时候一句话记得很清楚:哪怕全世界都放弃了你，你体内数十亿个细胞也只为你自己而活。
2519,BV1Jb4y157aj,2519,小时候和同学打架，被同学用墨水笔扎进了皮肤里，现在手臂上一直有一个黑点，这算是一种变相的纹身吧[大哭][大哭][大哭]
2520,BV1Jb4y157aj,2520,喜欢纹身是你的自由。喜不喜欢纹身的你，是我的自由。
2521,BV1Jb4y157aj,2521,这是盗其他up的吧https://b23.tv/BV1494y1N7SE
2522,BV1Jb4y157aj,2522,转载投自制，原视频是YouTube上面的，举报他
2523,BV1Jb4y157aj,2523,你这拿别人的免费公益科普视频当自己的用是不是有点不太地道啊？原作者不是kurzgesagt吗
2524,BV1Jb4y157aj,2524,精神小伙：墨水太君里边走[tv_doge]
2525,BV1Jb4y157aj,2525,论身体里的防御资源是怎么被占用的
2526,BV1Jb4y157aj,2526,搬运的是吗？这不是一个老外做的视频吗？
2527,BV1Jb4y157aj,2527,建议看原片【Kurzgesagt科普：你的纹身就在免疫系统中-哔哩哔哩】 https://b23.tv/eaTsJhn
2528,BV1Jb4y157aj,2528,贩卖什么焦虑？？吸烟喝酒伤身体比纹身都厉害吧??！都是成年人，都可以自己选择.纹身无罪.
2529,BV1Jb4y157aj,2529,当你意识到，其实你只是一团细胞的集合体。你的存在是为了群体稳定和复制DNA。
2530,BV1Jb4y157aj,2530,纹身本来就只是一种装饰自己的方式，而某些觉得自己纹了身就高人一等的小混混和觉得别人纹身就低人一等的封建残余才是脑壳有问题
2531,BV1Jb4y157aj,2531,热知识，古代纹身啥的一般是刑罚的一种所以现在有不少人反感纹身
2532,BV1Jb4y157aj,2532,【Kurzgesagt科普：你的纹身就在免疫系统中-哔哩哔哩】 https://b23.tv/hO8xFKG
2533,BV1Jb4y157aj,2533,没事的  噬    在我身体里好好活   我不纹身
2534,BV1Jb4y157aj,2534,笑死了 熬夜产生的伤害可比纹身多多多多了 也没见你们不熬夜呢[脱单doge]
2535,BV1Jb4y157aj,2535,"大家点点举报，这人不投转载投自制是吧？
这是油管千万博主的视频，b站上有现成搬运
https://b23.tv/BV1494y1N7SE"
2536,BV1Jb4y157aj,2536,这个视频不是up主做的啊为什么不标注来源
2537,BV1Jb4y157aj,2537,狗屎 人家的视频拿个ai配个音就是自制了？
2538,BV1Jb4y157aj,2538,如果你想纹身，那么做好纹身被人歧视被公司拒绝被歧视的后果。用不着来抱怨为什么不能不歧视
2539,BV1Jb4y157aj,2539,才看原视频。人家辛辛苦苦做的你就投自制了？原视频【Kurzgesagt科普：你的纹身就在免疫系统中-哔哩哔哩】 Kurzgesagt科普：你的纹身就在免疫系统中
2540,BV1Jb4y157aj,2540,本来就不想纹身当我看到这个后更不想弄了
2541,BV1Jb4y157aj,2541,你是欺负人没看过原视频吗，翻译就翻译，科普也得有点素质吧
2542,BV1Jb4y157aj,2542,不赞同， 纹身是个人爱好。个人对自己负责就好。
2543,BV1Jb4y157aj,2543,愿你的勇气，我的剑，与各自的使命，与太阳同在
2544,BV1Jb4y157aj,2544,真的真的真的不要纹身，包括纹眉纹唇纹眼线这样的，这也算纹身的一种，很不幸的是我妈妈就患了系统性红斑狼疮，最开始的表现就是像风湿一样腿疼，关节痛，只不过症状比较轻，这么多年治疗也在好转了，但是免疫系统类疾病是会伴随一生的[大哭][大哭]我妈妈最开始去看医生的时候医生就说：又来一个纹眉的。同病房的甚至还有一个刚生完孩子的二十来岁的姐姐，这种免疫系统性的疾病只能依靠药物慢慢压制治疗，是无法痊愈的，希望用这一经历提醒大家纹身之前需谨慎啊[大哭][大哭]
2545,BV1Jb4y157aj,2545,不是纹身纹不起，而是用笔在上面画，更有性价比
2546,BV1Jb4y157aj,2546,经过原作者授权了吗？就投自制[微笑]
2547,BV1Jb4y157aj,2547,"转载投自制，举报一下
原视频:BV1494y1N7SE"
2548,BV1Jb4y157aj,2548,别人的电影我软件翻译 ai 配读就是自己的，啊哈哈
2549,BV1Jb4y157aj,2549,劳斯莱斯上通常看不到车贴，但是思域上可能有不少车贴
2550,BV1Jb4y157aj,2550,纹了之后。你免疫系统一辈子都在对抗你的纹身
2551,BV1Jb4y157aj,2551,笑话，能被这种离谱言论打动的怕不是惊天睿智??底能圣母吧？细胞连意识都没有，算什么生命?至于爱惜身体，搞清楚一件事，身体是为我服务的，只要我开心了，我满意了，那么身体存在的意义就达到了，如果我不开心我不满意，即便身体再健康也是白费，没有任何意义。记住一点，人活着是为了快乐，而不是为了健康，之所以追求健康只是为了更好的享受快乐罢了，快乐是主体，健康是为快乐服务的，如果纹身使你快乐，那你就放心大胆的纹，若是舍本逐末，那终将活成消愁。
2552,BV1Jb4y157aj,2552,好的，这辈子不会纹身了，我只贴比巴卜
2553,BV1Jb4y157aj,2553,想起了那些在啤上纹的女的[doge]
2554,BV1Jb4y157aj,2554,视频就直接照搬是吧[大笑]
2555,BV1Jb4y157aj,2555,纹身先弄纹身贴，说不定没过多久就庆幸自己没纹
2556,BV1Jb4y157aj,2556,当年岁数小的时候突然想纹身，又不知道纹啥，就去问父母意见，然后我们研究了好久纹什么图案（他们并没有阻止我[笑哭]），最后还是不确定，然后我妈给我买了好几只眼线笔，跟我说用这个画也一样，不喜欢了用水洗掉就行，后来她去旅游的时候又发现了海娜纹身膏这种神器，直接导致了我们家三口人的绘画能力飙升[喜极而泣][喜极而泣][喜极而泣]
2557,BV1Jb4y157aj,2557,既然你已经做好了纹身的觉悟，那也做好被别人歧视的觉悟。
2558,BV1Jb4y157aj,2558,所以为什么不玩纹身贴？便宜，对身体损伤还小，想洗掉也容易。为啥啊？是因为僵尸打开脑子遗憾的走开了吗？
2559,BV1Jb4y157aj,2559,建议未成年人不能纹身，成年人随意
2560,BV1Jb4y157aj,2560,呃呃我不好说??
2561,BV1Jb4y157aj,2561,我属于那种鼓励别人抽烟喝酒染头纹身但自己从来不碰的人，当然我鼓励的都是那些自己有想法的[doge][doge][doge]
2562,BV1Jb4y157aj,2562,9块9买个贴纸玩玩得了[脱单doge]
2563,BV1Jb4y157aj,2563,呜呜??看了工作细胞之后发现自己一天到晚不干人事
2564,BV1Jb4y157aj,2564,"没事，“青春不疯狂我还过你妈的青春”，为了快乐，为了青春，把自己身体玩坏了也无所谓

To 某些人"
2565,BV1Jb4y157aj,2565,刚刚看完英文版，这里就有人配了个ai语音偷来了
2566,BV1Jb4y157aj,2566,千万别纹身，我们这边有一个纹身的直接细菌感染全身没了
2567,BV1Jb4y157aj,2567,视频是完全搬运的，鄙视！
2568,BV1Jb4y157aj,2568,即使你从1岁就开始养生 你也未必就能长命百岁 该吃吃 该喝喝吧 开心就去做 别想那么多
2569,BV1Jb4y157aj,2569,这不是别人的视频吗？
2570,BV1Jb4y157aj,2570,纹到一半起来一脚踢倒纹身师。你知道我的细胞有多辛苦吗，老子心疼他！
2571,BV1Jb4y157aj,2571,人刚翻译完的视频你就这样洗啊
2572,BV1Jb4y157aj,2572,用纹身贴片不好吗，不喜欢还可以随时更换，好的贴片水都洗不掉
2573,BV1Jb4y157aj,2573,"所以纹身的人基本都很容易生病，疫情期间我阳了三天开始好转，第五天康复，我朋友持续半个多月将近二十天还在头疼喉咙疼。
免疫系统在同一时间的工作能力是有阈值上限的，当免疫系统分出一部分精力对付一种侵害的时候，面对新的侵害就会乏力"
2574,BV1Jb4y157aj,2574,"不纹身，不烫头，不抽烟，喝小酒但从不喝醉
我就问问我为啥没女朋友。。。。。"
2575,BV1Jb4y157aj,2575,太感动了，我决定要纹一个巨噬细胞[星星眼]
2576,BV1Jb4y157aj,2576,原视频【Kurzgesagt科普：你的纹身就在免疫系统中-哔哩哔哩】 https://b23.tv/VXXkbRo
2577,BV1Jb4y157aj,2577,呜呜呜太伟大了[大哭]
2578,BV1Jb4y157aj,2578,谁纹身我笑他一辈子[吃瓜]
2579,BV1Jb4y157aj,2579,刚才刷到原版，这就刷到了新版[辣眼睛]
2580,BV1Jb4y157aj,2580,老外纹的人更多，也不见有多少因为纹身死了的，不要活的太仔细，呼吸的时候还有细菌呢
2581,BV1Jb4y157aj,2581,现在有纹身贴为啥还要纹身啊，光是一听就好痛
2582,BV1Jb4y157aj,2582,连自己身体都不爱惜的人，有什么好劝的呢？再说了人家是为了艺术献身自己，很伟大的好嘛？不应该劝他们，更不应该科普这个。爱惜自己的人不需要科普。不爱惜的你说到天荒地老也没用。
2583,BV1Jb4y157aj,2583,好好好，转载投资制[星星眼][星星眼][星星眼]
2584,BV1Jb4y157aj,2584,你每天啥也不干细胞也会死亡轮换。相比纹身不如说下熬夜，喝酒，抽烟，嚼槟榔。
2585,BV1Jb4y157aj,2585,所以，要么别纹身，要么别洗。（还有，想要纹身需谨慎！）
2586,BV1Jb4y157aj,2586,从不纹身 从不烫头
2587,BV1Jb4y157aj,2587,痛死了，以后不纹身了[藏狐]
2588,BV1Jb4y157aj,2588,不要去纹身，几年前纹的已经后悔了
2589,BV1Jb4y157aj,2589,知识才是预防冲动的最好措施
2590,BV1Jb4y157aj,2590,突然想保护自己身体了，不是保护我，是想保护我的细胞
2591,BV1Jb4y157aj,2591,Kurzgesagt原作者
2592,BV1Jb4y157aj,2592,我刚刚准备纹背上，荷鲁斯之眼的。哎，算了吧。为了我的身体
2593,BV1Jb4y157aj,2593,纹身是黑恶势力的外在表现
2594,BV1jc411S7Nr,2594,马哥人很好
2595,BV1jc411S7Nr,2595,玩的都是人情世故，现实生活我可精了！
2596,BV1jc411S7Nr,2596,天哪嘉宾是马哥！我真的尖叫出声啊啊啊啊啊啊啊啊梦幻联动
2597,BV1jc411S7Nr,2597,小砍跳过灌木的那一刻我小脑萎缩了[doge][doge]
2598,BV1jc411S7Nr,2598,寻龙尺～呜呜呜呜呜呜呜呜呜～
2599,BV1jc411S7Nr,2599,甲方真的很好，纯赞助完全没有硬植入打扰游戏进行！特别好[给心心]
2600,BV1jc411S7Nr,2600,羊头人（彩虹长草版[doge]
2601,BV1jc411S7Nr,2601,哎呦，我人没了，染毛的羊头人好可爱啊(对不起羊哥)
2602,BV1jc411S7Nr,2602,所有人的手机在在水下，那马哥裤兜里的是啥[妙啊]
2603,BV1jc411S7Nr,2603,"??时间过得好快，新一季羊村终于来了芜湖。现在还记得羊村第二季小傲的寻龙尺，高斯的暴风战斧，海皇的“久经沙场无人敌”，boy的小葵花号，还有小潮的车钥匙好多有意思的情节！期待第三季！
另外小狗肩周炎一定要注意自己身体，身体很重要，不用太肝，我们等得起！[打call][打call]"
2604,BV1jc411S7Nr,2604,感觉第一集有点赶啊，很多好玩的内容没剪进来，看的不过瘾啊
2605,BV1jc411S7Nr,2605,"马哥您看！我专门为您画的??！
（昨晚画的线稿，今早涂的颜色！）"
2606,BV1jc411S7Nr,2606,对于寻龙尺的反场我感觉我是最有发言权的，你说是吧小括号
2607,BV1jc411S7Nr,2607,"羊村（×）
马村（√）"
2608,BV1jc411S7Nr,2608,好耶！！！！！！！！！！！可馋死我了！！！！！！第三季！！！！！！！！！！！！！
2609,BV1jc411S7Nr,2609,我的超长谋权篡位启动！
2610,BV1jc411S7Nr,2610,怎么不给我羊村二哥一个面子？
2611,BV1jc411S7Nr,2611,07:46 上次羊村也是海皇和嘉宾哈哈哈哈哈哈
2612,BV1jc411S7Nr,2612,这是我自制的羊村3标志
2613,BV1jc411S7Nr,2613,"说实话这一期真的很不错啊，能在羊村1，2质量那么高的情况下再有这么新的创意新玩法新内容真的很不容易啊，而且这一季很明显少了非常多尬的地方和不自然的地方，老板特权也没有让人有不舒服的感觉而是很有趣的调剂，不知道那些人在一直要求什么，如果真的放松心情开开心心单纯看视频的话真的很快乐啊，笑点配合的非常合适，不会让人疲惫而且还很有节奏的安排了不同的搞笑的地方，要知道这是一整天的内容啊，四十分钟才是刚刚好的一个时长，太长了有些人又要说太拖了吧？真的要求太高了某些人，这一季第一天的新点子和内容设置真的能看到很用心，真可以少一些批评多理解一下他们啊，很明显的能看到在用心想要有更好的作品超过前两季，为何一个个这么挑剔[保卫萝卜_问号]你这是看视频开心的啊，不是非要挑刺啊，不如更用心感受视频里有趣的地方开心笑出来啊。
总之team里小潮海皇小傲高斯小砍犀利羊头人还有嘉宾某幻制作的这期视频真的很不错！真的有超过之前，带来更多的快乐！太感谢啦！[保卫萝卜_哇]
小潮可以不那么担心，其实现在真的有非常好的水平和质量很有趣[牛年]期待第二集[墨镜]"
2614,BV1jc411S7Nr,2614,"00:00 开头
00:52 开场
01:39 入场安检
06:54 第一个游戏 史上最长大赛
找东西比谁长 不能二创
分组：
小潮-小傲
某幻-海皇
高..."
2615,BV1jc411S7Nr,2615,一边背小潮一边看小潮[脱单doge]
2616,BV1jc411S7Nr,2616,这一季！我为白衣服的尊严而战！！！
2617,BV1jc411S7Nr,2617,我来了兄弟们！[打call]
2618,BV1jc411S7Nr,2618,"羊村的规则：
1、请尽量穿黑色衣服，这会提高你的胜率
2、请不要于海黄比较运气，因为海皇的皇是欧皇的皇
3、若无充分准备请不要于小潮进行赌斗，他盲狙一向很准的
4、请不要进入羊头人的房间也不要想着往出跑，这种行为大概率是成功不了而且会贡献节目素材的"
2619,BV1jc411S7Nr,2619,谢谢马哥！
2620,BV1jc411S7Nr,2620,视频质量跟时长无关，过度缩减反而适得其反，你们不用剪辑的录播时长四五小时，一样有节目效果一样好看下饭，不用太辛苦剪太多，节奏太快观众反应不过来的
2621,BV1jc411S7Nr,2621,这一幕裤兜有手机啊马哥[tv_大佬]
2622,BV1jc411S7Nr,2622,我们key的新表情包
2623,BV1jc411S7Nr,2623,今天视频看某幻，明天现场看某幻，我都不敢想象这两天我会是多么开朗的小女孩[大笑]
2624,BV1jc411S7Nr,2624,怎么都没想到是某幻？？？！！马哥偶像包袱这么重能来录羊村的？？？
2625,BV1jc411S7Nr,2625,"虽然还没看完这季羊村，但是先盲猜这一季的节目应该有：
《以盲狙拿星的小潮园子》
《用文化分智胜的高斯》
《运气之王皇宝》
《偶尔实力红buff傲砸》
《新晋选手未知能力的犀利》
《不知道是谁但很有可能第一个走的嘉宾》"
2626,BV1jc411S7Nr,2626,22:12 羊村规则怪谈：别穿白衣服
2627,BV1jc411S7Nr,2627,羊村S3赛季终于开始了
2628,BV1jc411S7Nr,2628,第二集什么时候出来呀，好急啊
2629,BV1jc411S7Nr,2629,表情包get????
2630,BV1jc411S7Nr,2630,我的大劈叉寻龙尺，最后给插雪人上了[脱单doge]
2631,BV1jc411S7Nr,2631,谁还没个寻龙尺了[墨镜]
2632,BV1jc411S7Nr,2632,我……就是火神！！！！！
2633,BV1jc411S7Nr,2633,第一眼感觉过年了
2634,BV1jc411S7Nr,2634,潮哥！兄弟们！就是说我有一个想法提议：可不可以设置一个游戏，把东西藏在别墅里让大家去找，然后这些东西都上锁，让他们解密，只有解密成功才能拿到。每个人必须交一个给羊头人，否则就失去比赛资格。像这种东西可以搞限量，比如6个人就设置6个，像有些脑子好的，一个人找到了两个，就可以把另一个藏起来，让别人找不着，找不着就没有资格比赛。反正就是每个人必须亲手交给羊头人，代交或者多交都没意义[脱单doge]不知道能不能被采纳，也不知道我描述的够不够清晰
2635,BV1jc411S7Nr,2635,更新！
2636,BV1jc411S7Nr,2636,看完视频后的第一感觉就是剪辑太乱了，很多地方由于后期解说导致观众的观感不是特别的好，这次的视频看得出来在尽力压缩时间最后还是弄了40分钟。其实在我个人上来讲我并不介意视频长一点，希望下一次可以把故事放的更加完整一点[脱单doge][脱单doge]
2637,BV1jc411S7Nr,2637,现在还差个花少北和老番茄，期待24.25年的羊村[脱单doge]
2638,BV1jc411S7Nr,2638,根本无法想象小潮养活了夺少年轻人的精神生活[脱单doge]开头弹幕热闹得我都泪目了
2639,BV1jc411S7Nr,2639,海皇来捞粉丝了
2640,BV1jc411S7Nr,2640,别催了，小潮坚持一个人去剪羊村3，说是这是送给我们的礼物。马哥肩周炎都犯了，大家都体谅下吧。更何况马上又要到拜年纪了工作量肯定很大，而且慢工出细活大家都懂，可以去看看小潮team官号的最新动态[保佑]作为一名合格的粉丝，我们可以等等，真的，我们几乎不会损失任何东西[拥抱]但是小潮不一样，我们是需要互相理解、尊重的[胜利]谢谢你看到这里[爱心]
2641,BV1jc411S7Nr,2641,一年一度啊 ，小傲的寻龙尺也陪了小傲一年了[哦呼]
2642,BV1jc411S7Nr,2642,想看第二集！
2643,BV1jc411S7Nr,2643,发烧的时候看到这个真的好感动了[大哭][大哭][大哭][大哭][大哭][大哭]
2644,BV1jc411S7Nr,2644,谁懂啊[大哭]生日这天打开b站就看到小潮院长发视频[大哭][大哭]还是羊村第三季
2645,BV1jc411S7Nr,2645,这么好，饭点发[领结猫2_一个币]
2646,BV1jc411S7Nr,2646,还不更新我要疯了
2647,BV1jc411S7Nr,2647,首先我没有想歪，其次我没有想歪，最后想歪的给我去罚站[傲娇][傲娇]
2648,BV1jc411S7Nr,2648,吓到我了，还以为可以看4个视频了
2649,BV1jc411S7Nr,2649,虽然但是，小狗一定要好好休息！[大哭][大哭]视频可以拖，我们可以等！肩周炎治疗不能拖！听到没有！
2650,BV1jc411S7Nr,2650,盲猜小潮准备给我们的跨年礼物：羊村S3赛季第二场[吃瓜]
2651,BV1jc411S7Nr,2651,刚回顾完第一季，点开羊头人头像发现了第三季
2652,BV1jc411S7Nr,2652,"羊村S3赛季更新内容
联动角色:某幻(大马哥)上线
新角色:小砍上线
新角色:犀利上线
S1老牌角色小潮院长加强
S1老牌角色杜海皇削弱(没有得星相当于变相削弱欧气)
第一天战况:
小潮院长:5??
某幻:4??
小傲:4??
杜海皇:3??
高斯:3??
小砍:3??
消费详情:
高斯购买“香喷喷不管饱大鸡腿”－500RMB
小潮院长请客吃零食－5800RMB"
2653,BV1jc411S7Nr,2653,海皇，好消息火出圈了，坏消息火到我们初一道法PPT上了，笑到我了关键那张图上还有话“我是老板，你是老板”，老师给他的标题是“尊重和尊严”，笑呕了
2654,BV1jc411S7Nr,2654,内容不多，旁白太多。。。看羊村的都不会嫌你视频太长的，多花点时间剪一下吧
2655,BV1jc411S7Nr,2655,提意见和催更能不能别辱骂，真的让人很不舒服
2656,BV1jc411S7Nr,2656,每次看小潮的羊村，都有种过年的感觉
2657,BV1jc411S7Nr,2657,呜呜，来晚了[大哭]你给个3连了
2658,BV1jc411S7Nr,2658,我还想着今年的羊村篇越晚发越好，方便我留着当春晚靠
2659,BV1jc411S7Nr,2659,好奇到底是什么时候拍的羊村????站起来的马哥
2660,BV1jc411S7Nr,2660,啥时候第二集啊等很久了[脱单doge]
2661,BV1jc411S7Nr,2661,"这期视频我认为太有意思了

这两天
都说小潮质量下滑…提建议是应该的因为他们现在就需要建议和灵感[鼓掌]

但是部分人都是无脑跟风进行侮辱辱骂的传播，只有少部分人在真正的给建议提灵感!!!!![捂脸][捂脸][捂脸]

无脑跟风的人太多了，导致无脑跟风的队伍越来越大，最后一大堆人把应该的和不应该的都推给up主进行人身攻击进行评比打分而没有正当的给建议这就是所谓的让他们变得更好吗？这就是所谓的你提的建议？??_??[辣眼睛][辣眼睛][辣眼睛][辣眼睛][辣眼睛]对那些真正提建议分享灵感的人!我想说谢谢!!!!!马哥他们已经在很努力的改变啦!!!!??ヽ(°▽°)ノ??[打call][打call][打call]希望小潮team越来越好大家也都要理智一点!不要针对以及人身攻击!!!"
2662,BV1jc411S7Nr,2662,[打call][打call][打call]
2663,BV1jc411S7Nr,2663,开头马哥星最多，结尾马哥星最多[原神_欸嘿]
2664,BV1jc411S7Nr,2664,提醒考研人一下，距离24考研只有15天了
2665,BV1jc411S7Nr,2665,"好几个月没看完小潮的视频了，今年年初以来对视频里生硬固化的人设一直很反感，但是不得不说这剪辑是真的好啊……很喜欢片尾的bgm以及大家嬉闹的场景，2023年快结束了，愿小潮team2024能更上一层楼。
感恩遇见，感谢有你。"
2666,BV1jc411S7Nr,2666,有个建议，就是可以在马哥这里发一整个剪下来的，然后其他成员的账号可以发更详细的个人视角的，可以补充一下，还可以更五个视频[doge]
2667,BV1jc411S7Nr,2667,真牛啊，b站之前说按播放时长来看“成绩”到现在不实现，40分钟的视频目前880w的播放是真的顶中顶
2668,BV1jc411S7Nr,2668,14号了！我等了6天了！结果第二期都没更！！！
2669,BV1jc411S7Nr,2669,可恶啊，怎么不更新[傲娇]
2670,BV1jc411S7Nr,2670,[微笑]
2671,BV1jc411S7Nr,2671,小潮已经江郎才尽了唉
2672,BV1jc411S7Nr,2672,终于来啦！！！！！！！！！！！！逃离羊村
2673,BV1jc411S7Nr,2673,我也有把寻龙尺[脱单doge]
2674,BV1jc411S7Nr,2674,拍这个还维持老板人设，那拍这节目还有啥意义，在家拍不一样？
2675,BV1jc411S7Nr,2675,早说了剪片子剪出肩周炎了别催了……
2676,BV1jc411S7Nr,2676,一周更一期不是很正常吗[笑哭]去年不是吗[笑哭]大家都在催什么啊，而且有的人催更得很不礼貌啊，小潮肩周炎啊，不体谅下反而说话很难听
2677,BV1jc411S7Nr,2677,今天大家就别催第二期了，国家公祭不太合适发
